fe,fmu,ftau,chi2,ndof,shape_normalized
0.1666666667,0.2333333333,0.6,0.00013530909578765237,2,True
0.1666666667,0.2666666667,0.5666666666666667,2.6961865098374767e-05,2,True
0.1666666667,0.3,0.5333333333333333,1.143081728784539e-05,2,True
0.1666666667,0.3333333333,0.5,7.41649088676016e-05,2,True
0.1666666667,0.3666666667,0.4666666666666667,0.0002029201746536865,2,True
0.1666666667,0.4,0.43333333333333335,0.0003873577011007505,2,True
0.1666666667,0.4333333333,0.4,0.0006187196845030182,2,True
0.1666666667,0.4666666667,0.36666666666666664,0.0008895669004806273,2,True
0.1666666667,0.5,0.3333333333333333,0.0011935648586690322,2,True
0.1666666667,0.5333333333,0.3,0.001525308882704902,2,True
0.1666666667,0.5666666667,0.26666666666666666,0.0018801806119497682,2,True
0.1666666667,0.6,0.23333333333333334,0.002254230254199759,2,True
0.1666666667,0.6333333333,0.2,0.0026440805342230703,2,True
0.1666666667,0.6666666667,0.16666666666666666,0.003046850091486333,2,True
0.1666666667,0.7,0.13333333333333333,0.0034600972717876302,2,True
0.1666666667,0.7333333333,0.1,0.003881794278639054,2,True
0.1666666667,0.7666666667,0.06666666666666667,0.004310381757366387,2,True
0.1666666667,0.8,0.03333333333333333,0.004745274990330619,2,True
0.1666666667,0.8333333333,0.0,0.005174811215274047,2,True
0.2,0.0,0.8,0.005486828575888218,2,True
0.2,0.0333333333,0.7666666666666666,0.004024055513548084,2,True
0.2,0.0666666667,0.7333333333333333,0.0028668709921018994,2,True
0.2,0.1,0.7,0.0019641706966224276,2,True
0.2,0.1333333333,0.6666666666666666,0.0012742725432783922,2,True
0.2,0.1666666667,0.6333333333333333,0.0007629517658841102,2,True
0.2,0.2,0.6,0.0004019366576221112,2,True
0.2,0.2333333333,0.5666666666666667,0.00016774499764395876,2,True
0.2,0.2666666667,0.5333333333333333,4.077552632380035e-05,2,True
0.2,0.3,0.5,4.592442740139513e-06,2,True
0.2,0.3333333333,0.4666666666666667,4.5357480142650336e-05,2,True
0.2,0.3666666667,0.43333333333333335,0.00015137587050477306,2,True
0.2,0.4,0.4,0.0003127309551637915,2,True
0.2,0.4333333333,0.36666666666666664,0.0005209883707425369,2,True
0.2,0.4666666667,0.3333333333333333,0.0007689552707461051,2,True
0.2,0.5,0.3,0.0010504834438326567,2,True
0.2,0.5333333333,0.26666666666666666,0.0013603077844083701,2,True
0.2,0.5666666667,0.23333333333333334,0.0016939136054041249,2,True
0.2,0.6,0.2,0.0020474280709063806,2,True
0.2,0.6333333333,0.16666666666666666,0.0024175329524940793,2,True
0.2,0.6666666667,0.13333333333333333,0.0028013990988528703,2,True
0.2,0.7,0.1,0.0031966519404568947,2,True
0.2,0.7333333333,0.06666666666666667,0.003601417036671311,2,True
0.2,0.7666666667,0.03333333333333333,0.004014814114375369,2,True
0.2,0.8,0.0,0.004424894565067696,2,True
0.2333333333,0.0,0.7666666666666666,0.0054687530616342765,2,True
0.2333333333,0.0333333333,0.7333333333333333,0.004048172963538984,2,True
0.2333333333,0.0666666667,0.7,0.0029161908550913366,2,True
0.2333333333,0.1,0.6666666666666666,0.002025835612729423,2,True
0.2333333333,0.1333333333,0.6333333333333333,0.0013385734354921586,2,True
0.2333333333,0.1666666667,0.6,0.0008225919329438959,2,True
0.2333333333,0.2,0.5666666666666667,0.0004514769246851818,2,True
0.2333333333,0.2333333333,0.5333333333333333,0.00020318201629311805,2,True
0.2333333333,0.2666666667,0.5,5.921899457306955e-05,2,True
0.2333333333,0.3,0.4666666666666667,4.016496497541148e-06,2,True
0.2333333333,0.3333333333,0.43333333333333335,2.440816937841543e-05,2,True
0.2333333333,0.3666666667,0.4,0.00010922137615582357,2,True
0.2333333333,0.4,0.36666666666666664,0.000248944619073477,2,True
0.2333333333,0.4333333333,0.3333333333333333,0.0004354571038309088,2,True
0.2333333333,0.4666666667,0.3,0.000661807753832153,2,True
0.2333333333,0.5,0.26666666666666666,0.0009220339416337513,2,True
0.2333333333,0.5333333333,0.23333333333333334,0.0012110125263391231,2,True
0.2333333333,0.5666666667,0.2,0.0015243377398268902,2,True
0.2333333333,0.6,0.16666666666666666,0.0018582225329698537,2,True
0.2333333333,0.6333333333,0.13333333333333333,0.002209423269997673,2,True
0.2333333333,0.6666666667,0.1,0.002575196551923175,2,True
0.2333333333,0.7,0.06666666666666667,0.0029533364614353565,2,True
0.2333333333,0.7333333333,0.03333333333333333,0.003342659131951213,2,True
0.2333333333,0.7666666667,0.0,0.0037309393633309703,2,True
0.2666666667,0.0,0.7333333333333333,0.005452329471742208,2,True
0.2666666667,0.0333333333,0.7,0.004071561305717001,2,True
0.2666666667,0.0666666667,0.6666666666666666,0.0029637813841818755,2,True
0.2666666667,0.1,0.6333333333333333,0.0020857176808950226,2,True
0.2666666667,0.1333333333,0.6,0.0014016760544217216,2,True
0.2666666667,0.1666666667,0.5666666666666667,0.0008820364012928759,2,True
0.2666666667,0.2,0.5333333333333333,0.0005020849946375232,2,True
0.2666666667,0.2333333333,0.5,0.00024109937235875499,2,True
0.2666666667,0.2666666667,0.4666666666666667,8.162505712508296e-05,2,True
0.2666666667,0.3,0.43333333333333335,8.899424853834714e-06,2,True
0.2666666667,0.3333333333,0.4,1.0389512438267162e-05,2,True
0.2666666667,0.3666666667,0.36666666666666664,7.541882098375398e-05,2,True
0.2666666667,0.4,0.3333333333333333,0.00019486419754857133,2,True
0.2666666667,0.4333333333,0.3,0.0003609083660512772,2,True
0.2666666667,0.4666666667,0.26666666666666666,0.0005668370433266971,2,True
0.2666666667,0.5,0.23333333333333334,0.0008068722013874478,2,True
0.2666666667,0.5333333333,0.2,0.001076035235881084,2,True
0.2666666667,0.5666666667,0.16666666666666666,0.001370036005738405,2,True
0.2666666667,0.6,0.13333333333333333,0.0016851871010212173,2,True
0.2666666667,0.6333333333,0.1,0.002018351652065806,2,True
0.2666666667,0.6666666667,0.06666666666666667,0.0023669724095487796,2,True
0.2666666667,0.7,0.03333333333333333,0.002729547951979507,2,True
0.2666666667,0.7333333333,0.0,0.0030935722758764746,2,True
0.3,0.0,0.7,0.005437381591070152,2,True
0.3,0.0333333333,0.6666666666666666,0.004094242429406153,2,True
0.3,0.0666666667,0.6333333333333333,0.0030097168021386202,2,True
0.3,0.1,0.6,0.0021438532556119047,2,True
0.3,0.1333333333,0.5666666666666667,0.0014635255485654654,2,True
0.3,0.1666666667,0.5333333333333333,0.000941110176121028,2,True
0.3,0.2,0.5,0.0005534528293057919,2,True
0.3,0.2333333333,0.4666666666666667,0.00028105348421036264,2,True
0.3,0.2666666667,0.43333333333333335,0.00010741868244613946,2,True
0.3,0.3,0.4,1.8542869009322977e-05,2,True
0.3,0.3333333333,0.36666666666666664,2.4902613359518793e-06,2,True
0.3,0.3666666667,0.3333333333333333,4.905569985884678e-05,2,True
0.3,0.4,0.3,0.00014948805848168648,2,True
0.3,0.4333333333,0.26666666666666666,0.0002962636625695466,2,True
0.3,0.4666666667,0.23333333333333334,0.0004829001301561545,2,True
0.3,0.5,0.2,0.0007038035050198876,2,True
0.3,0.5333333333,0.16666666666666666,0.0009541439642745802,2,True
0.3,0.5666666667,0.13333333333333333,0.0012297588868281249,2,True
0.3,0.6,0.1,0.001527091114460244,2,True
0.3,0.6333333333,0.06666666666666667,0.0018432096745509903,2,True
0.3,0.6666666667,0.03333333333333333,0.002176278008535565,2,True
0.3,0.7,0.0,0.0025134982783177055,2,True
0.3333333333,0.0,0.6666666666666666,0.005423756646337229,2,True
0.3333333333,0.0333333333,0.6333333333333333,0.004116240176523428,2,True
0.3333333333,0.0666666667,0.6,0.0030540705727567234,2,True
0.3333333333,0.1,0.5666666666666667,0.002200285676606326,2,True
0.3333333333,0.1333333333,0.5333333333333333,0.0015240871069208029,2,True
0.3333333333,0.1666666667,0.5,0.00099967352543501,2,True
0.3333333333,0.2,0.4666666666666667,0.0006053231649638037,2,True
0.3333333333,0.2333333333,0.43333333333333335,0.0003226662711741163,2,True
0.3333333333,0.2666666667,0.4,0.0001361037167894042,2,True
0.3333333333,0.3,0.36666666666666664,3.233913496794097e-05,2,True
0.3333333333,0.3333333333,0.3333333333333333,1.881419880695462e-24,2,True
0.3333333333,0.3666666667,0.3,2.9329002905499883e-05,2,True
0.3333333333,0.4,0.26666666666666666,0.00011193146704733566,2,True
0.3333333333,0.4333333333,0.23333333333333334,0.00024056794167445357,2,True
0.3333333333,0.4666666667,0.2,0.00040898385414059275,2,True
0.3333333333,0.5,0.16666666666666666,0.0006117707285474368,2,True
0.3333333333,0.5333333333,0.13333333333333333,0.0008442571614482102,2,True
0.3333333333,0.5666666667,0.1,0.0011024368807870174,2,True
0.3333333333,0.6,0.06666666666666667,0.0013829807057306582,2,True
0.3333333333,0.6333333333,0.03333333333333333,0.0016836967920387798,2,True
0.3333333333,0.6666666667,0.0,0.0019914804591123526,2,True
0.3666666667,0.0,0.6333333333333333,0.005411321747339659,2,True
0.3666666667,0.0333333333,0.6,0.004137579656692645,2,True
0.3666666667,0.0666666667,0.5666666666666667,0.00309691476199726,2,True
0.3666666667,0.1,0.5333333333333333,0.0022550632691388,2,True
0.3666666667,0.1333333333,0.5,0.0015833420111834862,2,True
0.3666666667,0.1666666667,0.4666666666666667,0.0010576159594015049,2,True
0.3666666667,0.2,0.43333333333333335,0.0006574815450275822,2,True
0.3666666667,0.2333333333,0.4,0.00036561549312171345,2,True
0.3666666667,0.2666666667,0.36666666666666664,0.00016725184218170948,2,True
0.3666666667,0.3,0.3333333333333333,4.975910524263673e-05,2,True
0.3666666667,0.3333333333,0.3,2.2963610896903386e-06,2,True
0.3666666667,0.3666666667,0.26666666666666666,1.5532124678078147e-05,2,True
0.3666666667,0.4,0.23333333333333334,8.141367532766433e-05,2,True
0.3666666667,0.4333333333,0.2,0.00019297762361539694,2,True
0.3666666667,0.4666666667,0.16666666666666666,0.0003441953714677074,2,True
0.3666666667,0.5,0.13333333333333333,0.000529850982445975,2,True
0.3666666667,0.5333333333,0.1,0.00074545826975357,2,True
0.3666666667,0.5666666667,0.06666666666666667,0.0009872634647463561,2,True
0.3666666667,0.6,0.03333333333333333,0.0012526972426643139,2,True
0.3666666667,0.6333333333,0.0,0.0015283304156065022,2,True
0.4,0.0,0.6,0.00539996096618635,2,True
0.4,0.0333333333,0.5666666666666667,0.00415828675343942,2,True
0.4,0.0666666667,0.5333333333333333,0.0031383196304987826,2,True
0.4,0.1,0.5,0.0023082378333440902,2,True
0.4,0.1333333333,0.4666666666666667,0.001641284507857623,2,True
0.4,0.1666666667,0.43333333333333335,0.0011148513604749936,2,True
0.4,0.2,0.4,0.0007097498015175423,2,True
0.4,0.2333333333,0.36666666666666664,0.0004096267944891617,2,True
0.4,0.2666666667,0.3333333333333333,0.00020049345787552546,2,True
0.4,0.3,0.3,7.034227534477557e-05,2,True
0.4,0.3333333333,0.26666666666666666,8.834589068896128e-06,2,True
0.4,0.3666666667,0.23333333333333334,7.044438960221384e-06,2,True
0.4,0.4,0.2,5.724827464021865e-05,2,True
0.4,0.4333333333,0.16666666666666666,0.0001527532467541692,2,True
0.4,0.4666666667,0.13333333333333333,0.000287760859123619,2,True
0.4,0.5,0.1,0.00045727220798386727,2,True
0.4,0.5333333333,0.06666666666666667,0.0006570807209763788,2,True
0.4,0.5666666667,0.03333333333333333,0.000884215603641452,2,True
0.4,0.6,0.0,0.001124903510668328,2,True
0.4333333333,0.0,0.5666666666666667,0.005389572933502268,2,True
0.4333333333,0.0333333333,0.5333333333333333,0.004178387783617713,2,True
0.4333333333,0.0666666667,0.5,0.0031783534095910695,2,True
0.4333333333,0.1,0.4666666666666667,0.0023598635285212778,2,True
0.4333333333,0.1333333333,0.43333333333333335,0.0016979193526577697,2,True
0.4333333333,0.1666666667,0.4,0.001171314070119641,2,True
0.4333333333,0.2,0.36666666666666664,0.0007619807587491257,2,True
0.4333333333,0.2333333333,0.3333333333333333,0.0004544672131339004,2,True
0.4333333333,0.2666666667,0.3,0.00023551025901911667,2,True
0.4333333333,0.3,0.26666666666666666,9.368874402612402e-05,2,True
0.4333333333,0.3333333333,0.23333333333333334,1.913941393050477e-05,2,True
0.4333333333,0.3666666667,0.2,3.323821619710208e-06,2,True
0.4333333333,0.4,0.16666666666666666,3.883789647085581e-05,2,True
0.4333333333,0.4333333333,0.13333333333333333,0.00011926014089961106,2,True
0.4333333333,0.4666666667,0.1,0.00023904405433819486,2,True
0.4333333333,0.5,0.06666666666666667,0.0003935002068314925,2,True
0.4333333333,0.5333333333,0.03333333333333333,0.0005792306510176657,2,True
0.4333333333,0.5666666667,0.0,0.0007820966060553202,2,True
0.4666666667,0.0,0.5333333333333333,0.005380068859071681,2,True
0.4666666667,0.0333333333,0.5,0.004197909280461962,2,True
0.4666666667,0.0666666667,0.4666666666666667,0.0032170822226404374,2,True
0.4666666667,0.1,0.43333333333333335,0.0024099960782087925,2,True
0.4666666667,0.1333333333,0.4,0.0017532599127275486,2,True
0.4666666667,0.1666666667,0.36666666666666664,0.0012269557854953433,2,True
0.4666666667,0.2,0.3333333333333333,0.0008140539968023876,2,True
0.4666666667,0.2333333333,0.3,0.0004999400011086692,2,True
0.4666666667,0.2666666667,0.26666666666666666,0.0002720294112684627,2,True
0.4666666667,0.3,0.23333333333333334,0.00011945318923237758,2,True
0.4666666667,0.3333333333,0.2,3.2799586261176116e-05,2,True
0.4666666667,0.3666666667,0.16666666666666666,3.903282038314619e-06,2,True
0.4666666667,0.4,0.13333333333333333,2.567676468207635e-05,2,True
0.4666666667,0.4333333333,0.1,9.198886319192578e-05,2,True
0.4666666667,0.4666666667,0.06666666666666667,0.00019763534535722656,2,True
0.4666666667,0.5,0.03333333333333333,0.0003387637691181168,2,True
0.4666666667,0.5333333333,0.0,0.0005008472056106486,2,True
0.5,0.0,0.5,0.005371370906044057,2,True
0.5,0.0333333333,0.4666666666666667,0.004216877885783247,2,True
0.5,0.0666666667,0.43333333333333335,0.0032545701360382475,2,True
0.5,0.1,0.4,0.002458692256805273,2,True
0.5,0.1333333333,0.36666666666666664,0.0018073267613381747,2,True
0.5,0.1666666667,0.3333333333333333,0.0012817431848165016,2,True
0.5,0.2,0.3,0.0008658725995589912,2,True
0.5,0.2333333333,0.26666666666666666,0.000545880729030562,2,True
0.5,0.2666666667,0.23333333333333334,0.0003098194219052773,2,True
0.5,0.3,0.2,0.0001473412472109371,2,True
0.5,0.3333333333,0.16666666666666666,4.946630522139703e-05,2,True
0.5,0.3666666667,0.13333333333333333,8.395295284656945e-06,2,True
0.5,0.4,0.1,1.737297581816427e-05,2,True
0.5,0.4333333333,0.06666666666666667,7.064638606985118e-05,2,True
0.5,0.4666666667,0.03333333333333333,0.00016387957368450167,2,True
0.5,0.5,0.0,0.0002821334505094569,2,True
0.5333333333,0.0,0.4666666666666667,0.005363410866805197,2,True
0.5333333333,0.0333333333,0.43333333333333335,0.004235320346991175,2,True
0.5333333333,0.0666666667,0.4,0.0032908793387577805,2,True
0.5333333333,0.1,0.36666666666666664,0.002506009644330521,2,True
0.5333333333,0.1333333333,0.3333333333333333,0.0018601467419077024,2,True
0.5333333333,0.1666666667,0.3,0.001335656266394773,2,True
0.5333333333,0.2,0.26666666666666666,0.0009173609195710769,2,True
0.5333333333,0.2333333333,0.23333333333333334,0.0005921548358617193,2,True
0.5333333333,0.2666666667,0.2,0.0003486881896336506,2,True
0.5333333333,0.3,0.16666666666666666,0.00017710960185675847,2,True
0.5333333333,0.3333333333,0.13333333333333333,6.885923529082103e-05,2,True
0.5333333333,0.3666666667,0.1,1.6515886635611684e-05,2,True
0.5333333333,0.4,0.06666666666666667,1.3741852643219371e-05,2,True
0.5333333333,0.4333333333,0.03333333333333333,5.5686933351455255e-05,2,True
0.5333333333,0.4666666667,0.0,0.00012697468088490905,2,True
0.5666666667,0.0,0.43333333333333335,0.005356129106090031,2,True
0.5666666667,0.0333333333,0.4,0.004253263623229104,2,True
0.5666666667,0.0666666667,0.36666666666666664,0.0033260704619338215,2,True
0.5666666667,0.1,0.3333333333333333,0.0025520066612986668,2,True
0.5666666667,0.1333333333,0.3,0.0019117525267542807,2,True
0.5666666667,0.1666666667,0.26666666666666666,0.0013886874771886157,2,True
0.5666666667,0.2,0.23333333333333334,0.000968463568622352,2,True
0.5666666667,0.2333333333,0.2,0.0006386571601669178,2,True
0.5666666667,0.2666666667,0.16666666666666666,0.00038848460977511194,2,True
0.5666666667,0.3,0.13333333333333333,0.000208573587193609,2,True
0.5666666667,0.3333333333,0.1,9.079236307928046e-05,2,True
0.5666666667,0.3666666667,0.06666666666666667,2.8180255553072686e-05,2,True
0.5666666667,0.4,0.03333333333333333,1.5340302485679925e-05,2,True
0.5666666667,0.4333333333,0.0,3.6432429772461515e-05,2,True
0.6,0.0,0.4,0.005349473754195939,2,True
0.6,0.0333333333,0.36666666666666664,0.0042707351257895085,2,True
0.6,0.0666666667,0.3333333333333333,0.0033602030845519015,2,True
0.6,0.1,0.3,0.002596742954767696,2,True
0.6,0.1333333333,0.26666666666666666,0.001962182798789004,2,True
0.6,0.1666666667,0.23333333333333334,0.0014408418974303876,2,True
0.6,0.2,0.2,0.0010191462357239563,2,True
0.6,0.2333333333,0.16666666666666666,0.0006853149129811929,2,True
0.6,0.2666666667,0.13333333333333333,0.0004291076651210036,2,True
0.6,0.3,0.1,0.0002416347961286739,2,True
0.6,0.3333333333,0.06666666666666667,0.00011527204022393106,2,True
0.6,0.3666666667,0.03333333333333333,4.404131038125004e-05,2,True
0.6,0.4,0.0,1.1611763965080898e-05,2,True
0.6333333333,0.0,0.36666666666666664,0.005343400155036588,2,True
0.6333333333,0.0333333333,0.3333333333333333,0.004287763144744582,2,True
0.6333333333,0.0666666667,0.3,0.0033933365183846115,2,True
